29.5325;59.9393;0
7.84592;-49.7925;0
-43.7214;-6.22671;0
-61.7108;83.4145;0
-23.9812;20.4496;0
-30.158;-93.4356;0
22.3727;-39.1389;0
61.078;-82.6225;0
-73.8131;-10.4522;2
65.3712;-59.6422;0
97.977;-53.2471;0
-55.3608;52.3905;3
43.552;20.1549;0
96.613;-18.6225;0
98.4633;-81.0082;0
42.0767;79.3265;0
59.92;99.3908;4
-1.93695;-55.6727;0
-49.6929;-26.1869;0
63.8316;6.97565;0
-70.9598;-99.7422;0
-7.64507;57.2763;0
-20.8258;78.1347;0
-4.24338;72.3407;0
-66.6206;5.98111;2
50.4629;-68.796;0
24.6248;96.2;0
71.1187;94.1155;4
66.8067;57.3133;0
21.5626;-85.8096;0
-73.4194;-3.5626;2
78.9339;-63.117;0
96.8562;-13.5857;0
13.4819;-97.8408;0
55.3246;37.0544;0
-14.0412;57.2341;0
59.1508;21.6263;0
91.7059;38.5976;0
-0.463427;-86.8767;0
-70.6228;50.9332;3
-4.57051;-61.6858;0
-28.3666;-41.7441;0
23.6336;42.6507;0
32.5889;-36.789;0
46.7688;68.6212;0
-29.0844;39.6953;1
-56.1004;-31.0539;0
19.9261;-60.3873;0
-84.7457;-27.7189;0
-54.3694;35.0522;3
87.8541;-87.4109;0
24.6669;50.1992;0
6.17314;44.1175;0
27.2656;46.7889;0
-73.2755;-81.402;0
56.363;81.1805;4
18.7241;3.13396;0
32.9796;37.0654;0
-70.99;10.7954;0
-17.6389;-29.27;0
-77.571;54.2588;0
-78.538;-64.2438;0
-63.891;-54.1619;0
22.4407;-18.1243;0
28.4411;69.3359;0
-57.4052;-1.54879;2
-3.62884;-65.7341;0
17.2989;-25.785;0
96.8729;21.6264;0
28.4814;-4.95194;0
76.1903;-50.39;0
-44.8772;69.0485;0
-90.2961;-39.6894;0
95.9591;60.9156;0
-66.6523;-37.5775;0
-71.8976;72.0578;0
23.1582;-64.658;0
-53.8368;31.9514;0
-48.6257;83.593;0
23.4941;52.2352;0
-74.7957;-62.171;0
-23.1787;-34.8372;0
-49.541;25.5205;0
25.3708;50.8335;0
42.0812;-66.9674;0
2.04355;21.7517;0
16.576;-21.4465;0
-32.1624;-52.2292;0
17.8609;-1.45181;0
87.7445;98.7505;0
35.7227;85.3649;0
-77.5798;11.3034;0
31.0136;-83.4638;0
-88.3977;51.4979;0
11.1478;-86.1545;0
67.0948;-30.2509;0
-33.0848;-43.677;0
98.4268;23.671;0
-47.8904;-65.6079;0
-62.1336;-34.1539;0
-86.1277;84.3569;0
-22.4372;-5.69213;0
-82.7075;45.3916;0
-73.981;-52.9863;0
39.7207;67.698;0
81.1283;76.2126;0
-20.6029;-70.1739;0
53.7312;38.459;0
-46.5973;30.2031;0
78.821;-20.1537;0
-85.753;-19.7896;2
97.5495;-62.8367;0
-26.1179;-56.6436;0
33.1411;74.7979;0
11.8062;-9.33905;0
21.3532;-41.328;0
-44.5056;-67.6307;0
-26.0919;56.2934;1
55.3157;63.2971;0
32.1257;-76.8692;0
54.0842;-23.7788;0
-93.0967;-45.6246;0
-38.7602;80.7967;0
35.5946;52.8227;0
73.4515;-90.5912;0
72.4053;-80.9638;0
-30.2456;-17.9868;0
72.6719;-33.7357;0
-97.6663;68.9053;0
-41.1493;2.00121;0
-5.24221;32.4276;0
27.7477;56.0163;0
-91.4541;-80.6873;0
-78.2809;84.7165;0
-69.7665;18.9899;0
-20.7286;74.6487;0
91.3361;-35.8351;0
-70.6808;-96.9231;0
68.552;-51.1585;0
68.9581;-79.2566;0
-44.397;56.563;3
-46.7781;-54.9348;0
-73.675;73.539;0
72.2212;20.8095;0
29.7464;5.80093;0
48.2112;-40.6263;0
-15.1521;-37.0472;0
-37.3007;-6.14654;0
-73.3929;-59.2381;0
-51.8035;74.7772;0
-53.3108;-87.1638;0
-97.429;1.29808;0
53.3002;22.1427;0
65.9825;-15.2728;0
-20.6296;26.7133;1
45.6032;47.7918;0
84.4309;-50.9925;0
-87.9798;-86.1894;0
1.31877;-63.322;0
-48.5856;-16.4359;0
49.1208;3.83021;0
-76.1087;76.1995;0
-54.1717;56.3237;3
-3.83801;7.09564;0
-2.90775;22.8302;0
-44.8008;26.5184;0
74.1634;-35.4658;0
-30.1375;-62.9748;0
84.3326;-63.0564;0
-28.0724;53.2572;1
23.917;-0.840708;0
-98.6649;99.1294;0
-81.7777;55.428;0
-59.9008;88.2518;0
17.8744;18.2611;0
-39.7049;11.0753;0
61.6549;-89.4867;0
-76.1868;23.937;0
-62.0133;48.5173;3
74.0689;-11.1492;0
-46.9572;-70.2309;0
-98.2261;60.1889;0
66.0667;75.4974;0
-33.7563;-65.7921;0
-53.1424;-17.8975;0
18.3388;91.0898;0
-54.4109;60.4771;3
-89.1466;-95.4205;0
20.496;77.9815;0
-89.7788;72.6717;0
-17.2965;-32.6037;0
16.0143;4.48469;0
84.134;65.6362;0
-80.3745;-3.64962;2
-51.1154;99.2107;0
51.849;-81.2834;0
35.5777;-91.1859;0
-31.2392;42.2366;1
-80.8856;86.8162;0
60.3224;40.7606;0
