29.5325;59.9393
7.84592;-49.7925
-43.7214;-6.22671
-61.7108;83.4145
-23.9812;20.4496
-30.158;-93.4356
22.3727;-39.1389
61.078;-82.6225
-73.8131;-10.4522
65.3712;-59.6422
97.977;-53.2471
-55.3608;52.3905
43.552;20.1549
96.613;-18.6225
98.4633;-81.0082
42.0767;79.3265
59.92;99.3908
-1.93695;-55.6727
-49.6929;-26.1869
63.8316;6.97565
-70.9598;-99.7422
-7.64507;57.2763
-20.8258;78.1347
-4.24338;72.3407
-66.6206;5.98111
50.4629;-68.796
24.6248;96.2
71.1187;94.1155
66.8067;57.3133
21.5626;-85.8096
-73.4194;-3.5626
78.9339;-63.117
96.8562;-13.5857
13.4819;-97.8408
55.3246;37.0544
-14.0412;57.2341
59.1508;21.6263
91.7059;38.5976
-0.463427;-86.8767
-70.6228;50.9332
-4.57051;-61.6858
-28.3666;-41.7441
23.6336;42.6507
32.5889;-36.789
46.7688;68.6212
-29.0844;39.6953
-56.1004;-31.0539
19.9261;-60.3873
-84.7457;-27.7189
-54.3694;35.0522
87.8541;-87.4109
24.6669;50.1992
6.17314;44.1175
27.2656;46.7889
-73.2755;-81.402
56.363;81.1805
18.7241;3.13396
32.9796;37.0654
-70.99;10.7954
-17.6389;-29.27
-77.571;54.2588
-78.538;-64.2438
-63.891;-54.1619
22.4407;-18.1243
28.4411;69.3359
-57.4052;-1.54879
-3.62884;-65.7341
17.2989;-25.785
96.8729;21.6264
28.4814;-4.95194
76.1903;-50.39
-44.8772;69.0485
-90.2961;-39.6894
95.9591;60.9156
-66.6523;-37.5775
-71.8976;72.0578
23.1582;-64.658
-53.8368;31.9514
-48.6257;83.593
23.4941;52.2352
-74.7957;-62.171
-23.1787;-34.8372
-49.541;25.5205
25.3708;50.8335
42.0812;-66.9674
2.04355;21.7517
16.576;-21.4465
-32.1624;-52.2292
17.8609;-1.45181
87.7445;98.7505
35.7227;85.3649
-77.5798;11.3034
31.0136;-83.4638
-88.3977;51.4979
11.1478;-86.1545
67.0948;-30.2509
-33.0848;-43.677
98.4268;23.671
-47.8904;-65.6079
-62.1336;-34.1539
-86.1277;84.3569
-22.4372;-5.69213
-82.7075;45.3916
-73.981;-52.9863
39.7207;67.698
81.1283;76.2126
-20.6029;-70.1739
53.7312;38.459
-46.5973;30.2031
78.821;-20.1537
-85.753;-19.7896
97.5495;-62.8367
-26.1179;-56.6436
33.1411;74.7979
11.8062;-9.33905
21.3532;-41.328
-44.5056;-67.6307
-26.0919;56.2934
55.3157;63.2971
32.1257;-76.8692
54.0842;-23.7788
-93.0967;-45.6246
-38.7602;80.7967
35.5946;52.8227
73.4515;-90.5912
72.4053;-80.9638
-30.2456;-17.9868
72.6719;-33.7357
-97.6663;68.9053
-41.1493;2.00121
-5.24221;32.4276
27.7477;56.0163
-91.4541;-80.6873
-78.2809;84.7165
-69.7665;18.9899
-20.7286;74.6487
91.3361;-35.8351
-70.6808;-96.9231
68.552;-51.1585
68.9581;-79.2566
-44.397;56.563
-46.7781;-54.9348
-73.675;73.539
72.2212;20.8095
29.7464;5.80093
48.2112;-40.6263
-15.1521;-37.0472
-37.3007;-6.14654
-73.3929;-59.2381
-51.8035;74.7772
-53.3108;-87.1638
-97.429;1.29808
53.3002;22.1427
65.9825;-15.2728
-20.6296;26.7133
45.6032;47.7918
84.4309;-50.9925
-87.9798;-86.1894
1.31877;-63.322
-48.5856;-16.4359
49.1208;3.83021
-76.1087;76.1995
-54.1717;56.3237
-3.83801;7.09564
-2.90775;22.8302
-44.8008;26.5184
74.1634;-35.4658
-30.1375;-62.9748
84.3326;-63.0564
-28.0724;53.2572
23.917;-0.840708
-98.6649;99.1294
-81.7777;55.428
-59.9008;88.2518
17.8744;18.2611
-39.7049;11.0753
61.6549;-89.4867
-76.1868;23.937
-62.0133;48.5173
74.0689;-11.1492
-46.9572;-70.2309
-98.2261;60.1889
66.0667;75.4974
-33.7563;-65.7921
-53.1424;-17.8975
18.3388;91.0898
-54.4109;60.4771
-89.1466;-95.4205
20.496;77.9815
-89.7788;72.6717
-17.2965;-32.6037
16.0143;4.48469
84.134;65.6362
-80.3745;-3.64962
-51.1154;99.2107
51.849;-81.2834
35.5777;-91.1859
-31.2392;42.2366
-80.8856;86.8162
60.3224;40.7606
